Words,Sentiment Score,Year
fund,0.0,2015
suffer,-0.5423,2015
hardship,-0.3182,2015
natur,0.0,2015
disast,0.0,2015
famili,0.0,2015
death,-0.5994,2015
unforeseen,0.0,2015
event,0.0,2015
confid,0.0,2015
leadership,0.0,2015
spectrum,0.0,2015
into,0.0,2015
invest,0.0,2015
sustain,0.0,2015
behalf,0.0,2015
hard,-0.1027,2015
day,0.0,2015
path,0.0,2015
thank,0.3612,2015
dear,0.3818,2016
fellow,0.0,2016
sharehold,0.0,2016
health,0.0,2016
care,0.4939,2016
continu,0.0,2016
to,0.0,2016
evolv,0.0,2016
rapid,0.0,2016
in,0.0,2016
the,0.0,2016
unit,0.0,2016
state,0.0,2016
despit,0.0,2016
ongo,0.0,2016
chang,0.0,2016
as,0.0,2016
well,0.2732,2016
uncertainti,0.0,2016
surround,0.0,2016
reform,0.0,2016
cvs,0.0,2016
believ,0.0,2016
that,0.0,2016
winner,0.5859,2016
our,0.0,2016
industri,0.0,2016
will,0.0,2016
be,0.0,2016
those,0.0,2016
who,0.0,2016
drive,0.0,2016
more,0.0,2016
afford,0.0,2016
access,0.0,2016
and,0.0,2016
effect,0.0,2016
we,0.0,2016
are,0.0,2016
uniqu,0.0,2016
posit,0.0,2016
meet,0.0,2016
ani,0.0,2016
challeng,0.0,2016
head,0.0,2016
on,0.0,2016
pivot,0.0,2016
need,0.0,2016
address,0.0,2016
polici,0.0,2016
have,0.0,2016
most,0.0,2016
extens,0.0,2016
suit,0.0,2016
of,0.0,2016
enterpris,0.0,2016
asset,0.3612,2016
each,0.0,2016
which,0.0,2016
would,0.0,2016
a,0.0,2016
market,0.0,2016
leader,0.0,2016
standalon,0.0,2016
basi,0.0,2016
yet,0.0,2016
what,0.0,2016
realli,0.0,2016
set,0.0,2016
them,0.0,2016
apart,0.0,2016
is,0.0,2016
abil,0.0,2016
larg,0.0,2016
through,0.0,2016
technolog,0.0,2016
integr,0.0,2016
pharmaci,0.0,2016
from,0.0,2016
payor,0.0,2016
provid,0.0,2016
patient,0.0,2016
success,0.5719,2016
at,0.0,2016
enabl,0.0,2016
us,0.0,2016
offer,0.0,2016
innov,0.0,2016
servic,0.0,2016
deliv,0.0,2016
addit,0.0,2016
valu,0.0,2016
stakehold,0.0,2016
product,0.0,2016
such,0.0,2016
mainten,0.0,2016
choic,0.0,2016
specialti,0.0,2016
connect,0.0,2016
unmatch,0.0,2016
marketplac,0.0,2016
they,0.0,2016
remain,0.0,2016
gold,0.0,2016
standard,0.0,2016
give,0.0,2016
while,0.0,2016
also,0.0,2016
substanti,0.0,2016
save,0.4939,2016
moreov,0.0,2016
with,0.0,2016
truli,0.0,2016
full,0.0,2016
view,0.0,2016
singl,0.0,2016
record,0.0,2016
for,0.0,2016
prescript,0.0,2016
regardless,0.0,2016
channel,0.0,2016
use,0.0,2016
think,0.0,2016
locat,0.0,2016
front,0.0,2016
door,0.0,2016
signific,0.0,2016
advantag,0.0,2016
retail,0.0,2016
consum,0.0,2016
direct,0.0,2016
plan,0.0,2016
put,0.0,2016
incent,0.0,2016
into,0.0,2016
hand,0.4939,2016
make,0.0,2016
cost,0.0,2016
decis,0.0,2016
regard,0.0,2016
their,0.0,2016
research,0.0,2016
has,0.0,2016
found,0.0,2016
face,0.0,2016
interact,0.0,2016
two,0.0,2016
three,0.0,2016
time,0.0,2016
than,0.0,2016
other,0.0,2016
increas,0.0,2016
adher,0.0,2016
improv,0.0,2016
outcom,0.0,2016
import,0.0,2016
own,0.0,2016
last,0.0,2016
mile,0.0,2016
deliveri,0.0,2016
touch,0.0,2016
point,0.0,2016
mail,0.0,2016
medic,0.0,2016
clinic,0.0,2016
long,0.0,2016
term,0.0,2016
infus,0.0,2016
contact,0.0,2016
everi,0.0,2016
day,0.0,2016
this,0.0,2016
letter,0.0,2016
insight,0.0,2016
these,0.0,2016
topic,0.0,2016
updat,0.0,2016
you,0.0,2016
result,0.0,2016
across,0.0,2016
mani,0.0,2016
accomplish,0.4215,2016
look,0.0,2016
back,0.0,2016
includ,0.0,2016
pbm,0.0,2016
sell,0.0,2016
season,0.0,2016
superior,0.5423,2016
growth,0.3818,2016
progress,0.4215,2016
made,0.0,2016
acquisit,0.0,2016
omnicar,0.0,2016
target,0.0,2016
excel,0.4588,2016
manag,0.0,2016
rise,0.0,2016
drug,0.0,2016
or,0.0,2016
trend,0.0,2016
alway,0.0,2016
i,0.0,2016
ll,0.0,2016
start,0.0,2016
brief,0.0,2016
overview,0.0,2016
s,0.0,2016
financi,0.0,2016
perform,0.0,2016
outlook,0.0,2016
robust,0.34,2016
cash,0.0,2016
flow,0.0,2016
strong,0.5106,2016
platform,0.0,2016
futur,0.0,2016
benefit,0.4588,2016
focus,0.0,2016
key,0.0,2016
pillar,0.0,2016
consid,0.0,2016
essenti,0.0,2016
maxim,0.0,2016
generat,0.0,2016
level,0.0,2016
free,0.5106,2016
optim,0.0,2016
capit,0.0,2016
alloc,0.0,2016
net,0.0,2016
revenu,0.0,2016
year,0.0,2016
near,0.0,2016
percent,0.0,2016
billion,0.0,2016
adjust,0.0,2016
earn,0.0,2016
per,0.0,2016
share,0.296,2016
ep,0.0,2016
rose,0.0,2016
compound,0.0,2016
annual,0.0,2016
rate,0.0,2016
oper,0.0,2016
profit,0.4404,2016
high,0.0,2016
end,0.0,2016
steadi,0.0,2016
introduc,0.0,2016
experienc,0.0,2016
organ,0.0,2016
augment,0.0,2016
by,0.0,2016
caremark,0.0,2016
led,0.0,2016
membership,0.0,2016
base,0.0,2016
claim,0.0,2016
said,0.0,2016
do,0.0,2016
expect,0.0,2016
experi,0.0,2016
some,0.0,2016
headwind,0.0,2016
slow,0.0,2016
driven,0.0,2016
primarili,0.0,2016
network,0.0,2016
announc,0.0,2016
late,0.0,2016
caus,0.0,2016
migrat,0.0,2016
out,0.0,2016
entir,0.0,2016
all,0.0,2016
factor,0.0,2016
contribut,0.0,2016
declin,0.0,2016
stock,0.0,2016
price,0.0,2016
although,0.0,2016
still,0.0,2016
outperform,0.0,2016
both,0.0,2016
sp,0.0,2016
index,0.0,2016
dow,0.0,2016
jone,0.0,2016
averag,0.0,2016
five,0.0,2016
alreadi,0.0,2016
develop,0.0,2016
four,0.0,2016
help,0.4019,2016
ahead,0.0,2016
first,0.0,2016
leverag,0.0,2016
capabl,0.0,2016
compel,0.0,2016
proposit,0.0,2016
partner,0.0,2016
broad,0.0,2016
pbms,0.0,2016
recent,0.0,2016
optumrx,0.0,2016
member,0.0,2016
now,0.0,2016
option,0.0,2016
fill,0.0,2016
just,0.0,2016
one,0.0,2016
exampl,0.0,2016
second,0.0,2016
bring,0.0,2016
new,0.0,2016
inher,0.0,2016
model,0.0,2016
take,0.0,2016
receiv,0.0,2016
store,0.0,2016
pickup,0.0,2016
it,0.0,2016
latest,0.0,2016
iter,0.0,2016
pilot,0.0,2016
phase,0.0,2016
conveni,0.0,2016
next,0.0,2016
same,0.0,2016
within,0.0,2016
hour,0.0,2016
home,0.0,2016
workplac,0.0,2016
third,0.0,2016
launch,0.0,2016
an,0.0,2016
streamlin,0.0,2016
initi,0.0,2016
cumul,0.0,2016
enhanc,0.0,2016
effici,0.0,2016
function,0.0,2016
ration,0.0,2016
footprint,0.0,2016
part,0.0,2016
latter,0.0,2016
close,0.0,2016
approxim,0.0,2016
final,0.0,2016
varieti,0.0,2016
way,0.0,2016
grow,0.0,2016
return,0.0,2016
total,0.0,2016
dividend,0.0,2016
repurchas,0.0,2016
dure,0.0,2016
after,0.0,2016
quarter,0.0,2016
board,0.0,2016
director,0.0,2016
approv,0.0,2016
mark,0.0,2016
th,0.0,2016
consecut,0.0,2016
exemplifi,0.0,2016
strateg,0.0,2016
ventur,0.0,2016
supplement,0.0,2016
exist,0.0,2016
identifi,0.0,2016
opportun,0.0,2016
disciplin,0.0,2016
approach,0.0,2016
deploy,0.0,2016
ladder,0.0,2016
debt,-0.3612,2016
matur,0.0,2016
tripl,0.0,2016
b,0.0,2016
credit,0.3818,2016
healthi,0.0,2016
balanc,0.0,2016
sheet,0.0,2016
flexibl,0.0,2016
allow,0.2263,2016
fact,0.0,2016
took,0.0,2016
favor,0.4019,2016
interest,0.4588,2016
environ,0.0,2016
reduc,0.0,2016
associ,0.0,2016
expens,0.0,2016
solut,0.0,2016
rein,0.0,2016
befor,0.0,2016
discuss,0.0,2016
want,0.0772,2016
rhetor,0.0,2016
around,0.0,2016
elev,0.0,2016
older,0.0,2016
sens,0.0,2016
govern,0.0,2016
intervent,0.0,2016
necessari,0.0,2016
particip,0.0,2016
attempt,0.0,2016
paint,0.0,2016
middl,0.0,2016
men,0.0,2016
suppli,0.0,2016
chain,0.0,2016
outsiz,0.0,2016
simpli,0.0,2016
not,0.0,2016
true,0.4215,2016
problem,-0.4019,2016
whi,0.0,2016
public,0.0,2016
privat,0.0,2016
count,0.0,2016
indispens,0.0,2016
numer,0.0,2016
evalu,0.0,2016
feder,0.0,2016
trade,0.0,2016
commiss,0.0,2016
congression,0.0,2016
budget,0.0,2016
offic,0.0,2016
agenc,0.0,2016
consist,0.0,2016
conclud,0.0,2016
real,0.0,2016
economi,0.0,2016
array,0.0,2016
client,0.0,2016
unmanag,0.0,2016
gross,-0.4767,2016
onli,0.0,2016
studi,0.0,2016
show,0.0,2016
dollar,0.0,2016
invest,0.0,2016
so,0.0,2016
quantit,0.0,2016
pretti,0.0,2016
clear,0.3818,2016
bigger,0.0,2016
negoti,0.0,2016
lower,-0.296,2016
when,0.0,2016
there,0.0,2016
basic,0.0,2016
categori,0.0,2016
encourag,0.0,2016
creat,0.0,2016
competit,0.0,2016
therapeut,0.0,2016
class,0.0,2016
whether,0.0,2016
fda,0.0,2016
backlog,0.0,2016
potenti,0.0,2016
generic,0.0,2016
speed,0.0,2016
biosimilar,0.0,2016
agent,0.0,2016
satisfact,0.0,2016
book,0.0,2016
busi,0.0,2016
reson,0.0,2016
achiev,0.0,2016
top,0.2023,2016
bottom,0.0,2016
line,0.0,2016
win,0.5859,2016
repres,0.0,2016
half,0.0,2016
switch,0.0,2016
account,0.0,2016
employ,0.0,2016
union,0.0,2016
entiti,0.0,2016
compris,0.0,2016
rest,0.0,2016
retent,0.0,2016
dispens,0.0,2016
let,0.0,2016
came,0.0,2016
million,0.0,2016
were,0.0,2016
script,0.0,2016
driver,0.0,2016
gain,0.5267,2016
differ,0.0,2016
reason,0.0,2016
choos,0.0,2016
score,0.0,2016
control,0.0,2016
among,0.0,2016
been,0.0,2016
formulari,0.0,2016
becam,0.0,2016
exclud,0.0,2016
less,0.0,2016
equival,0.0,2016
lead,0.0,2016
strategi,0.0,2016
inclus,0.0,2016
compon,0.0,2016
indic,0.0,2016
monitor,0.0,2016
hyperinflationari,0.0,2016
respons,0.0,2016
impact,0.0,2016
complement,0.0,2016
partnership,0.0,2016
expertis,0.0,2016
program,0.0,2016
silverscript,0.0,2016
nation,0.0,2016
largest,0.0,2016
medicar,0.0,2016
d,0.0,2016
med,0.0,2016
pdp,0.0,2016
proud,0.4767,2016
star,0.0,2016
qualiti,0.0,2016
measur,0.0,2016
system,0.0,2016
began,0.0,2016
captiv,0.0,2016
live,0.0,2016
employe,0.0,2016
group,0.0,2016
waiver,0.0,2016
up,0.0,2016
previous,0.0,2016
serv,0.0,2016
support,0.4019,2016
under,0.0,2016
ma,0.0,2016
pd,0.0,2016
consult,0.0,2016
design,0.0,2016
recommend,0.3612,2016
faster,0.0,2016
sinc,0.0,2016
seen,0.0,2016
complex,0.0,2016
fastest,0.0,2016
sector,0.0,2016
grew,0.0,2016
over,0.0,2016
grown,0.0,2016
compar,0.0,2016
competitor,0.0,2016
wide,0.0,2016
margin,0.0,2016
util,0.0,2016
site,0.0,2016
novologix,0.0,2016
paid,0.0,2016
even,0.0,2016
sophist,0.0,2016
can,0.0,2016
realiz,0.0,2016
increment,0.0,2016
rang,0.0,2016
tool,0.0,2016
overal,0.0,2016
spend,0.0,2016
pbmspecialti,0.0,2016
relev,0.0,2016
ever,0.0,2016
risen,0.0,2016
enrol,0.0,2016
like,0.3612,2016
pick,0.0,2016
user,0.0,2016
play,0.34,2016
role,0.0,2016
had,0.0,2016
limit,0.0,2016
distribut,0.0,2016
manufactur,0.0,2016
discrimin,0.0,2016
secur,0.0,2016
general,0.0,2016
past,0.0,2016
testament,0.0,2016
roll,0.0,2016
further,0.0,2016
process,0.0,2016
physician,0.0,2016
valuabl,0.0,2016
volum,0.0,2016
sale,0.0,2016
captur,0.0,2016
size,0.0,2016
scale,0.0,2016
matter,0.0258,2016
pharmacist,0.0,2016
technician,0.0,2016
get,0.0,2016
stay,0.0,2016
non,0.0,2016
hundr,0.0,2016
deep,0.0,2016
best,0.6369,2016
demonstr,0.0,2016
better,0.4404,2016
diabet,0.0,2016
hypertens,0.0,2016
cholesterol,0.0,2016
counsel,0.0,2016
signatur,0.0,2016
advisor,0.0,2016
scriptsync,0.0,2016
few,0.0,2016
certain,0.2732,2016
worth,0.2263,2016
note,0.0,2016
solutionscap,0.0,2016
keep,0.0,2016
minuteclin,0.0,2016
me,0.0,2016
date,0.0,2016
core,0.0,2016
skill,0.0,2016
nurs,0.0,2016
facil,0.0,2016
custom,0.0,2016
mean,0.0,2016
much,0.0,2016
quick,0.0,2016
emerg,0.0,2016
situat,0.0,2016
sever,0.0,2016
underway,0.0,2016
acceler,0.0,2016
assist,0.0,2016
independ,0.0,2016
move,0.0,2016
expand,0.3182,2016
gave,0.0,2016
presenc,0.0,2016
region,0.0,2016
seattl,0.0,2016
denver,0.0,2016
portland,0.0,2016
salt,0.0,2016
lake,0.0,2016
citi,0.0,2016
complet,0.0,2016
convert,0.0,2016
week,0.0,2016
guest,0.0,2016
good,0.4404,2016
right,0.0,2016
versus,0.0,2016
prior,0.0,2016
strength,0.4939,2016
deal,0.0,2016
rebrand,0.0,2016
practition,0.0,2016
log,0.0,2016
visit,0.0,2016
perhap,0.0,2016
room,0.0,2016
zero,0.0,2016
co,0.0,2016
pay,-0.1027,2016
popul,0.0,2016
engag,0.0,2016
friend,0.4939,2016
depart,0.0,2016
veteran,0.0,2016
affair,0.0,2016
northern,0.0,2016
california,0.0,2016
beauti,0.0,2016
extracar,0.0,2016
digit,0.0,2016
emphasi,0.0,2016
tie,0.0,2016
higher,0.0,2016
brand,0.0,2016
frontstor,0.0,2016
penetr,0.0,2016
reach,0.0258,2016
come,0.0,2016
shift,0.0,2016
promot,0.0,2016
mass,0.0,2016
circular,0.0,2016
person,0.0,2016
particular,0.0,2016
loyalti,0.0,2016
shopper,0.0,2016
brickand,0.0,2016
mortar,0.0,2016
shop,0.0,2016
curbsid,0.0,2016
rough,0.0,2016
smartphon,0.0,2016
app,0.0,2016
purchas,0.0,2016
car,0.0,2016
pull,0.0,2016
parent,0.0,2016
young,0.0,2016
children,0.0,2016
peopl,0.0,2016
mobil,0.0,2016
issu,0.0,2016
add,0.0,2016
similar,0.0,2016
social,0.0,2016
major,0.0,2016
anti,-0.3182,2016
tobacco,0.0,2016
effort,0.0,2016
no,-0.296,2016
without,0.0,2016
acknowledg,0.0,2016
ambiti,0.0,2016
read,0.0,2016
about,0.0,2016
detail,0.0,2016
comprehens,0.0,2016
corpor,0.0,2016
csr,0.0,2016
report,0.0,2016
avail,0.0,2016
may,0.0,2016
mention,0.0,2016
coupl,0.0,2016
here,0.0,2016
remov,0.0,2016
commit,0.296,2016
educ,0.0,2016
advocaci,0.0,2016
behavior,0.0,2016
tackl,0.0,2016
relat,0.0,2016
project,0.0,2016
biometr,0.0,2016
screen,0.0,2016
insur,0.0,2016
select,0.0,2016
throughout,0.0,2016
puerto,0.0,2016
rico,0.0,2016
purpos,0.0,2016
path,0.0,2016
thank,0.3612,2016
colleagu,0.0,2016
becaus,0.0,2016
abl,0.0,2016
spectrum,0.0,2016
if,0.0,2016
haven,0.0,2016
t,0.0,2016
done,0.0,2016
learn,0.0,2016
dear,0.3818,2017
fellow,0.0,2017
sharehold,0.0,2017
health,0.0,2017
care,0.4939,2017
cost,0.0,2017
in,0.0,2017
the,0.0,2017
unit,0.0,2017
state,0.0,2017
are,0.0,2017
rise,0.0,2017
at,0.0,2017
a,0.0,2017
remark,0.0,2017
pace,0.0,2017
driven,0.0,2017
larg,0.0,2017
part,0.0,2017
by,0.0,2017
an,0.0,2017
age,0.0,2017
popul,0.0,2017
and,0.0,2017
increas,0.0,2017
preval,0.0,2017
of,0.0,2017
chronic,0.0,2017
diseas,0.0,2017
to,0.0,2017
address,0.0,2017
today,0.0,2017
s,0.0,2017
challeng,0.0,2017
play,0.34,2017
larger,0.0,2017
role,0.0,2017
evolut,0.0,2017
cvs,0.0,2017
has,0.0,2017
assembl,0.0,2017
uniqu,0.0,2017
suit,0.0,2017
asset,0.3612,2017
that,0.0,2017
allow,0.2263,2017
us,0.0,2017
deliv,0.0,2017
superior,0.5423,2017
outcom,0.0,2017
lower,-0.296,2017
beyond,0.0,2017
their,0.0,2017
formid,0.0,2017
standalon,0.0,2017
capabl,0.0,2017
we,0.0,2017
ve,0.0,2017
integr,0.0,2017
these,0.0,2017
fill,0.0,2017
unmet,0.0,2017
need,0.0,2017
creat,0.0,2017
opportun,0.0,2017
redefin,0.0,2017
for,0.0,2017
all,0.0,2017
our,0.0,2017
stakehold,0.0,2017
plan,0.0,2017
acquisit,0.0,2017
aetna,0.0,2017
one,0.0,2017
nation,0.0,2017
lead,0.0,2017
diversifi,0.0,2017
benefit,0.4588,2017
compani,0.0,2017
repres,0.0,2017
anoth,0.0,2017
leg,0.0,2017
this,0.0,2017
journey,0.0,2017
through,0.0,2017
unmatch,0.0,2017
patient,0.0,2017
touchpoint,0.0,2017
alreadi,0.0,2017
own,0.0,2017
front,0.0,2017
door,0.0,2017
custom,0.0,2017
experi,0.0,2017
combin,0.0,2017
will,0.0,2017
help,0.4019,2017
remak,0.0,2017
more,0.0,2017
close,0.0,2017
work,0.0,2017
doctor,0.0,2017
pharmacist,0.0,2017
other,0.0,2017
profession,0.0,2017
deal,0.0,2017
is,0.0,2017
still,0.0,2017
go,0.0,2017
regulatori,0.0,2017
approv,0.0,2017
current,0.0,2017
anticip,0.0,2017
it,0.0,2017
dure,0.0,2017
second,0.0,2017
half,0.0,2017
revenu,0.0,2017
continu,0.0,2017
with,0.0,2017
progress,0.4215,2017
made,0.0,2017
on,0.0,2017
sustain,0.0,2017
earn,0.0,2017
growth,0.3818,2017
befor,0.0,2017
into,0.0,2017
detail,0.0,2017
accomplish,0.4215,2017
i,0.0,2017
ll,0.0,2017
first,0.0,2017
provid,0.0,2017
brief,0.0,2017
overview,0.0,2017
past,0.0,2017
year,0.0,2017
financi,0.0,2017
perform,0.0,2017
net,0.0,2017
percent,0.0,2017
record,0.0,2017
billion,0.0,2017
adjust,0.0,2017
per,0.0,2017
share,0.296,2017
up,0.0,2017
slight,0.0,2017
m,0.0,2017
happi,0.0,2017
report,0.0,2017
have,0.0,2017
also,0.0,2017
meaning,0.0,2017
gain,0.5267,2017
four,0.0,2017
point,0.0,2017
laid,0.0,2017
out,0.0,2017
generat,0.0,2017
robust,0.34,2017
level,0.0,2017
ahead,0.0,2017
let,0.0,2017
me,0.0,2017
highlight,0.34,2017
some,0.0,2017
key,0.0,2017
step,0.0,2017
pharmaci,0.0,2017
partner,0.0,2017
broad,0.0,2017
manag,0.0,2017
pbms,0.0,2017
network,0.0,2017
arrang,0.0,2017
cigna,0.0,2017
optumrx,0.0,2017
express,0.0,2017
script,0.0,2017
as,0.0,2017
well,0.2732,2017
expand,0.3182,2017
medicar,0.0,2017
d,0.0,2017
prefer,0.0,2017
should,0.0,2017
drive,0.0,2017
prescript,0.0,2017
volum,0.0,2017
innov,0.0,2017
introduc,0.0,2017
pbm,0.0,2017
product,0.0,2017
such,0.0,2017
transform,0.0,2017
diabet,0.0,2017
client,0.0,2017
while,0.0,2017
improv,0.0,2017
member,0.0,2017
unveil,0.0,2017
new,0.0,2017
base,0.0,2017
anchor,0.0,2017
walgreen,0.0,2017
independ,0.0,2017
design,0.0,2017
not,0.0,2017
onli,0.0,2017
save,0.4939,2017
but,0.0,2017
clinic,0.0,2017
overal,0.0,2017
real,0.0,2017
time,0.0,2017
put,0.0,2017
specif,0.0,2017
formulari,0.0,2017
inform,0.0,2017
prescrib,0.0,2017
fingertip,0.0,2017
select,0.0,2017
appropri,0.0,2017
altern,0.0,2017
may,0.0,2017
less,0.0,2017
third,0.0,2017
finish,0.0,2017
enterpris,0.0,2017
streamlin,0.0,2017
initi,0.0,2017
track,0.0,2017
cumul,0.0,2017
among,0.0,2017
simplifi,0.0,2017
dispens,0.0,2017
process,0.0,2017
workload,0.0,2017
across,0.0,2017
mail,0.0,2017
retail,0.0,2017
long,0.0,2017
term,0.0,2017
platform,0.0,2017
implement,0.0,2017
claim,0.0,2017
adjud,0.0,2017
enrol,0.0,2017
verif,0.0,2017
relat,0.0,2017
servic,0.0,2017
final,0.0,2017
use,0.0,2017
cash,0.0,2017
flow,0.0,2017
return,0.0,2017
repurchas,0.0,2017
dividend,0.0,2017
due,0.0,2017
pend,0.0,2017
suspend,-0.3182,2017
program,0.0,2017
fourth,0.0,2017
quarter,0.0,2017
maintain,0.0,2017
annual,0.0,2017
differenti,0.0,2017
offer,0.0,2017
satisfact,0.0,2017
busi,0.0,2017
win,0.5859,2017
caremark,0.0,2017
solid,0.1531,2017
both,0.0,2017
oper,0.0,2017
profit,0.4404,2017
sinc,0.0,2017
achiev,0.0,2017
compound,0.0,2017
rate,0.0,2017
cagr,0.0,2017
turn,0.0,2017
estim,0.0,2017
climb,0.0,2017
approxim,0.0,2017
segment,0.0,2017
approach,0.0,2017
led,0.0,2017
outstand,0.0,2017
sell,0.0,2017
season,0.0,2017
gross,-0.4767,2017
total,0.0,2017
figur,0.0,2017
near,0.0,2017
switch,0.0,2017
latest,0.0,2017
govern,0.0,2017
union,0.0,2017
account,0.0,2017
largest,0.0,2017
despit,0.0,2017
fact,0.0,2017
fewer,0.0,2017
move,0.0,2017
ad,0.0,2017
along,0.0,2017
retent,0.0,2017
surpass,0.0,2017
no,-0.296,2017
small,0.0,2017
million,0.0,2017
live,0.0,2017
serv,0.0,2017
moreov,0.0,2017
abil,0.0,2017
retain,0.0,2017
result,0.0,2017
signific,0.0,2017
over,0.0,2017
develop,0.0,2017
money,0.0,2017
simultan,0.0,2017
channel,0.0,2017
exampl,0.0,2017
three,0.0,2017
contribut,0.0,2017
addit,0.0,2017
brand,0.0,2017
inflat,0.0,2017
util,0.0,2017
specialti,0.0,2017
drug,0.0,2017
depend,0.0,2017
than,0.0,2017
ever,0.0,2017
slow,0.0,2017
spend,0.0,2017
or,0.0,2017
trend,0.0,2017
succeed,0.4939,2017
reduc,0.0,2017
commerci,0.0,2017
from,0.0,2017
lowest,-0.3818,2017
five,0.0,2017
varieti,0.0,2017
sophist,0.0,2017
strategi,0.0,2017
advanc,0.0,2017
enhanc,0.0,2017
flagship,0.1027,2017
mainten,0.0,2017
choic,0.0,2017
make,0.0,2017
avail,0.0,2017
broader,0.0,2017
rang,0.0,2017
includ,0.0,2017
fulli,0.0,2017
insur,0.0,2017
give,0.0,2017
option,0.0,2017
get,0.0,2017
day,0.0,2017
store,0.0,2017
expect,0.0,2017
them,0.0,2017
adher,0.0,2017
launch,0.0,2017
demand,-0.128,2017
home,0.0,2017
deliveri,0.0,2017
rollout,0.0,2017
digit,0.0,2017
tool,0.0,2017
easier,0.4215,2017
transfer,0.0,2017
medicaid,0.0,2017
remain,0.0,2017
import,0.0,2017
driver,0.0,2017
payor,0.0,2017
silverscript,0.0,2017
subsidiari,0.0,2017
marketplac,0.0,2017
built,0.0,2017
deep,0.0,2017
expertis,0.0,2017
qualiti,0.0,2017
support,0.4019,2017
consecut,0.0,2017
star,0.0,2017
maximum,0.0,2017
measur,0.0,2017
system,0.0,2017
when,0.0,2017
you,0.0,2017
competit,0.0,2017
advantag,0.0,2017
grow,0.0,2017
consult,0.0,2017
recommend,0.3612,2017
prepar,0.0,2017
bid,0.0,2017
center,0.0,2017
industri,0.0,2017
way,0.0,2017
multipl,0.0,2017
rose,0.0,2017
consider,0.0,2017
margin,0.0,2017
greater,0.3612,2017
scale,0.0,2017
stronger,0.3818,2017
purchas,0.0,2017
econom,0.0,2017
valu,0.0,2017
breadth,0.0,2017
depth,0.0,2017
which,0.0,2017
accord,0.0,2017
nurs,0.0,2017
case,0.0,2017
coram,0.0,2017
infus,0.0,2017
novologix,0.0,2017
medic,0.0,2017
contract,0.0,2017
chang,0.0,2017
hand,0.4939,2017
under,0.0,2017
spread,0.0,2017
moder,0.0,2017
generic,0.0,2017
biosimilar,0.0,2017
dynam,0.0,2017
fastest,0.0,2017
administr,0.0,2017
logist,0.0,2017
complex,0.0,2017
price,0.0,2017
look,0.0,2017
outpac,0.0,2017
focus,0.0,2017
appli,0.0,2017
area,0.0,2017
optim,0.0,2017
high,0.0,2017
predict,0.0,2017
analyt,0.0,2017
pilot,0.0,2017
understand,0.0,2017
whi,0.0,2017
ani,0.0,2017
given,0.0,2017
individu,0.0,2017
non,0.0,2017
intervent,0.0,2017
methodolog,0.0,2017
gap,0.0,2017
connect,0.0,2017
solut,0.0,2017
pick,0.0,2017
drop,-0.2732,2017
off,0.0,2017
locat,0.0,2017
was,0.0,2017
most,0.0,2017
success,0.5719,2017
effort,0.0,2017
electron,0.0,2017
now,0.0,2017
often,0.0,2017
prior,0.0,2017
author,0.0,2017
so,0.0,2017
physician,0.0,2017
start,0.0,2017
therapi,0.0,2017
rapid,0.0,2017
everyday,0.0,2017
better,0.4404,2017
consum,0.0,2017
flat,0.0,2017
same,0.0,2017
reimburs,0.0,2017
pressur,0.0,2017
introduct,0.0,2017
declin,0.0,2017
sale,0.0,2017
plus,0.0,2017
side,0.0,2017
grew,0.0,2017
target,0.0,2017
thank,0.3612,2017
strength,0.4939,2017
exceed,0.0,2017
certain,0.2732,2017
captur,0.0,2017
market,0.0,2017
strengthen,0.3182,2017
relationship,0.0,2017
exclus,0.0,2017
see,0.0,2017
least,0.0,2017
primarili,0.0,2017
partnership,0.0,2017
particip,0.0,2017
number,0.0772,2017
physic,0.0,2017
chain,0.0,2017
within,0.0,2017
mile,0.0,2017
face,0.0,2017
discuss,0.0,2017
dosag,0.0,2017
effect,0.0,2017
nationwid,0.0,2017
next,0.0,2017
citi,0.0,2017
becaus,0.0,2017
peopl,0.0,2017
do,0.0,2017
counsel,0.0,2017
outreach,0.2732,2017
call,0.0,2017
where,0.0,2017
re,0.0,2017
valuabl,0.0,2017
invest,0.0,2017
shop,0.0,2017
goal,0.0,2017
posit,0.0,2017
minuteclin,0.0,2017
monitor,0.0,2017
treatment,0.0,2017
hypertens,0.0,2017
cholesterol,0.0,2017
thyroid,0.0,2017
disord,0.0,2017
begin,0.0,2017
roll,0.0,2017
audiolog,0.0,2017
optic,0.0,2017
follow,0.0,2017
squar,0.0,2017
foot,0.0,2017
compar,0.0,2017
averag,0.0,2017
end,0.0,2017
reset,0.0,2017
popular,0.4215,2017
beauti,0.0,2017
format,0.0,2017
convert,0.0,2017
show,0.0,2017
emphasi,0.0,2017
two,0.0,2017
categori,0.0,2017
refresh,0.0,2017
y,0.0,2017
más,0.0,2017
fast,0.0,2017
hispan,0.0,2017
abl,0.0,2017
identifi,0.0,2017
candid,0.0,2017
mani,0.0,2017
insight,0.0,2017
extracar,0.0,2017
card,0.0,2017
user,0.0,2017
back,0.0,2017
activ,0.0,2017
engag,0.0,2017
technolog,0.0,2017
shopper,0.0,2017
right,0.0,2017
behavior,0.0,2017
cardhold,0.0,2017
reward,0.5719,2017
opioid,0.0,2017
epidem,0.0,2017
cornerston,0.0,2017
social,0.0,2017
respons,0.0,2017
can,0.0,2017
read,0.0,2017
about,0.0,2017
